model,no_review_exact,direct_exact,gold_location_exact,no_review_loc_f1,direct_loc_f1,gold_location_loc_f1,direct_minus_no_review_exact,direct_minus_no_review_loc_f1,gold_location_minus_direct_exact,gold_location_minus_direct_loc_f1
qwen2.5-coder:7b,0.0,0.1,0.0,0.4602828282828283,0.5393939393939393,0.9133333333333333,0.1,0.0791111111111111,-0.1,0.3739393939393939
deepseek-coder:6.7b,0.0,0.0,0.0,0.4468208399787347,0.4999365079365079,0.48307692307692307,0.0,0.05311566795777321,0.0,-0.01685958485958484
macro_average,0.0,0.05,0.0,0.4535518341307815,0.5196652236652236,0.6982051282051283,0.05,0.06611338953444215,-0.05,0.17853990453990454
