model,no_review_exact,direct_exact,gold_location_exact,no_review_loc_f1,direct_loc_f1,gold_location_loc_f1,direct_minus_no_review_exact,direct_minus_no_review_loc_f1,gold_location_minus_direct_exact,gold_location_minus_direct_loc_f1
qwen2.5-coder:32b,0.0,0.2,0.1,0.5322700691121743,0.6519444444444444,0.6935353535353534,0.2,0.11967437533227007,-0.1,0.041590909090909095
macro_average,0.0,0.2,0.1,0.5322700691121743,0.6519444444444444,0.6935353535353534,0.2,0.11967437533227007,-0.1,0.041590909090909095
