baseline,n,exact_match,exact_match_pct,exact_match_trim,exact_match_trim_pct,exact_match_line_trim,exact_match_line_trim_pct,location_overlap_f1,location_overlap_f1_pct
direct,1,0.0,0.0,1.0,100.0,1.0,100.0,1.0,100.0
