model,condition,n_output,raw_len_min,raw_len_mean,raw_len_median,raw_len_max,extracted_len_min,extracted_len_mean,extracted_len_median,extracted_len_max,empty_raw_count,empty_extracted_count,very_short_extracted_count,unclosed_code_fence_count,near_num_predict_char_risk_count,suspicious_case_count
qwen2.5-coder:7b,no_review,14855,15,402.3186805789297,365.0,1846,3,389.55759003702457,352.0,1846,0,0,8,29,2,37
qwen2.5-coder:7b,direct,14855,25,416.21265567149106,380.0,1834,12,403.370043756311,367.0,1824,0,0,1,31,1,33
qwen2.5-coder:7b,gold_location,14855,26,423.8330528441602,392.0,2173,17,386.88562773476946,351.0,2172,0,0,5,31,4,38
deepseek-coder:6.7b,no_review,14855,61,883.7938067990575,863.0,2334,1,445.10138000673174,393.0,2334,0,0,3,242,280,447
deepseek-coder:6.7b,direct,14855,23,448.65324806462473,392.0,2094,12,390.5622349377314,352.0,1800,0,0,9,123,12,143
deepseek-coder:6.7b,gold_location,14855,25,416.82484012117135,379.0,1917,12,382.7618310333221,349.0,1867,0,0,9,189,2,200
qwen2.5-coder:32b,no_review,14855,34,1071.6419387411645,797.0,7008,12,400.4488051161225,364.0,2190,0,0,2,3171,3322,3702
qwen2.5-coder:32b,direct,14855,29,552.9066307640525,420.0,3645,17,415.42039717266914,376.0,2716,0,0,3,789,754,898
qwen2.5-coder:32b,gold_location,14855,19,421.15334904072705,370.0,3060,5,387.1712554695389,353.0,2097,0,0,6,159,122,185
