model,no_review_exact,direct_exact,gold_location_exact,no_review_loc_f1,direct_loc_f1,gold_location_loc_f1,direct_minus_no_review_exact,direct_minus_no_review_loc_f1,gold_location_minus_direct_exact,gold_location_minus_direct_loc_f1
qwen2.5-coder:7b,0.0,0.1,0.0,0.4602828282828283,0.5393939393939393,0.9133333333333333,0.1,0.0791111111111111,-0.1,0.3739393939393939
macro_average,0.0,0.1,0.0,0.4602828282828283,0.5393939393939393,0.9133333333333333,0.1,0.0791111111111111,-0.1,0.3739393939393939
