model,comparison,metric,paired_n,gain,gain_pct,ci95_low,ci95_high,ci95_low_pct,ci95_high_pct
qwen2.5-coder:7b,direct - no_review,exact_match_line_trim,10,0.1,10.0,0.0,0.3,0.0,30.0
qwen2.5-coder:7b,direct - no_review,location_overlap_f1,10,-0.020888888888888884,-2.0888888888888886,-0.2600555555555556,0.21335555555555552,-26.00555555555556,21.33555555555555
qwen2.5-coder:7b,gold_location - direct,exact_match_line_trim,10,-0.1,-10.0,-0.3,0.0,-30.0,0.0
qwen2.5-coder:7b,gold_location - direct,location_overlap_f1,10,0.5039393939393939,50.39393939393939,0.2739393939393939,0.7239393939393939,27.39393939393939,72.39393939393939
deepseek-coder:6.7b,direct - no_review,exact_match_line_trim,10,0.0,0.0,0.0,0.0,0.0,0.0
deepseek-coder:6.7b,direct - no_review,location_overlap_f1,10,0.04333789017999544,4.3337890179995435,-0.12126889192678666,0.23893626110731367,-12.126889192678666,23.89362611073137
deepseek-coder:6.7b,gold_location - direct,exact_match_line_trim,10,0.0,0.0,0.0,0.0,0.0,0.0
deepseek-coder:6.7b,gold_location - direct,location_overlap_f1,10,-0.01685958485958484,-1.6859584859584842,-0.1469470695970696,0.1055995115995116,-14.69470695970696,10.55995115995116
codegemma:7b,direct - no_review,exact_match_line_trim,10,0.1,10.0,0.0,0.3,0.0,30.0
codegemma:7b,direct - no_review,location_overlap_f1,10,-0.1349088455404245,-13.49088455404245,-0.434647435897436,0.1715017605201815,-43.4647435897436,17.15017605201815
codegemma:7b,gold_location - direct,exact_match_line_trim,10,-0.1,-10.0,-0.3,0.0,-30.0,0.0
codegemma:7b,gold_location - direct,location_overlap_f1,10,0.23119658119658118,23.11965811965812,-0.038888888888888896,0.5068696581196581,-3.8888888888888897,50.68696581196581
macro_average,direct - no_review,exact_match_line_trim,10,0.06666666666666667,6.666666666666667,0.0,0.19999999999999998,0.0,20.0
macro_average,direct - no_review,location_overlap_f1,10,-0.037486614749772655,-3.7486614749772653,-0.20988815735921,0.15046634009265575,-20.988815735920998,15.046634009265574
macro_average,gold_location - direct,exact_match_line_trim,10,-0.06666666666666667,-6.666666666666667,-0.19999999999999998,0.0,-20.0,0.0
macro_average,gold_location - direct,location_overlap_f1,10,0.23942546342546342,23.942546342546343,0.06854122544122546,0.41692264217264213,6.8541225441225455,41.69226421726421
