model,comparison,metric,paired_n,gain,gain_pct,ci95_low,ci95_high,ci95_low_pct,ci95_high_pct
qwen2.5-coder:7b,direct - no_review,exact_match_line_trim,100,0.07,7.000000000000001,0.02,0.12,2.0,12.0
qwen2.5-coder:7b,direct - no_review,location_overlap_f1,100,0.06417652445593622,6.417652445593622,-0.007089825811443457,0.1397356950320921,-0.7089825811443456,13.97356950320921
qwen2.5-coder:7b,gold_location - direct,exact_match_line_trim,100,0.02,2.0,-0.05,0.09,-5.0,9.0
qwen2.5-coder:7b,gold_location - direct,location_overlap_f1,100,0.18088688598575162,18.08868859857516,0.10551173657923422,0.25252449695669843,10.551173657923423,25.252449695669842
deepseek-coder:6.7b,direct - no_review,exact_match_line_trim,100,0.02,2.0,0.0,0.05,0.0,5.0
deepseek-coder:6.7b,direct - no_review,location_overlap_f1,100,0.06975047096491747,6.975047096491747,0.03578636970158836,0.1042925012807538,3.5786369701588363,10.429250128075381
deepseek-coder:6.7b,gold_location - direct,exact_match_line_trim,100,-0.01,-1.0,-0.03,0.0,-3.0,0.0
deepseek-coder:6.7b,gold_location - direct,location_overlap_f1,100,0.008268190461033588,0.8268190461033588,-0.028858157040536556,0.046409820608496605,-2.8858157040536554,4.640982060849661
codegemma:7b,direct - no_review,exact_match_line_trim,100,0.05,5.0,0.01,0.09,1.0,9.0
codegemma:7b,direct - no_review,location_overlap_f1,100,0.06656568117346148,6.656568117346148,-0.005921064006366871,0.135683786787171,-0.5921064006366871,13.5683786787171
codegemma:7b,gold_location - direct,exact_match_line_trim,100,0.01,1.0,-0.04,0.06,-4.0,6.0
codegemma:7b,gold_location - direct,location_overlap_f1,100,0.11583832578949221,11.583832578949222,0.05276826686179627,0.17665179437485545,5.276826686179627,17.665179437485545
macro_average,direct - no_review,exact_match_line_trim,100,0.04666666666666667,4.666666666666667,0.023333333333333334,0.07333333333333333,2.3333333333333335,7.333333333333333
macro_average,direct - no_review,location_overlap_f1,100,0.06683089219810506,6.6830892198105065,0.026129880290002554,0.10922236956125321,2.6129880290002556,10.922236956125321
macro_average,gold_location - direct,exact_match_line_trim,100,0.006666666666666667,0.6666666666666667,-0.02666666666666667,0.043333333333333335,-2.666666666666667,4.333333333333334
macro_average,gold_location - direct,location_overlap_f1,100,0.10166446741209247,10.166446741209247,0.06369629301412878,0.13913629717040824,6.369629301412878,13.913629717040823
