model,no_review_exact,direct_exact,gold_location_exact,no_review_loc_f1,direct_loc_f1,gold_location_loc_f1,direct_minus_no_review_exact,direct_minus_no_review_loc_f1,gold_location_minus_direct_exact,gold_location_minus_direct_loc_f1
qwen2.5-coder:32b,0.0,0.2,0.1,0.5322700691121743,0.5844444444444444,0.6935353535353534,0.2,0.052174375332270095,-0.1,0.1090909090909091
macro_average,0.0,0.2,0.1,0.5322700691121743,0.5844444444444444,0.6935353535353534,0.2,0.052174375332270095,-0.1,0.1090909090909091
